2025-02-24 16:20 [DEBUG] IncreaseProfit Alpha 0.3.4: Starting deep economy check...
2025-02-24 16:20 [DEBUG] Current month (period): 9
2025-02-24 16:20 [DEBUG]   - FillType RICE: true
2025-02-24 16:20 [DEBUG]   - FillType GREENBEAN: true
2025-02-24 16:20 [DEBUG]   - FillType PEA: true
2025-02-24 16:20 [DEBUG]   - FillType SPINACH: true
2025-02-24 16:20 [DEBUG]   - FillType SUGARCANE: true
2025-02-24 16:20 [DEBUG]   - FillType WOODCHIPS: true
2025-02-24 16:20 [DEBUG]   - FillType SUGARBEET_CUT: true
2025-02-24 16:20 [DEBUG]   - FillType SILAGE: true
2025-02-24 16:20 [DEBUG]   - FillType GRASS_WINDROW: true
2025-02-24 16:20 [DEBUG]   - FillType DRYGRASS_WINDROW: true
2025-02-24 16:20 [DEBUG]   - FillType STRAW: true
2025-02-24 16:20 [DEBUG]   - FillType GRAPE: true
2025-02-24 16:20 [DEBUG]   - FillType OLIVE: true
2025-02-24 16:20 [DEBUG]   - FillType WOOL: true
2025-02-24 16:20 [DEBUG]   - FillType EGG: true
2025-02-24 16:20 [DEBUG]   - FillType HONEY: true
2025-02-24 16:20 [DEBUG]   - FillType LETTUCE: true
2025-02-24 16:20 [DEBUG]   - FillType TOMATO: true
2025-02-24 16:20 [DEBUG]   - FillType STRAWBERRY: true
2025-02-24 16:20 [DEBUG]   - FillType SPRING_ONION: true
2025-02-24 16:20 [DEBUG]   - FillType NAPACABBAGE: true
2025-02-24 16:20 [DEBUG]   - FillType CHILLI: true
2025-02-24 16:20 [DEBUG]   - FillType GARLIC: true
2025-02-24 16:20 [DEBUG]   - FillType ENOKI: true
2025-02-24 16:20 [DEBUG]   - FillType OYSTER: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PREFABWALL: true
2025-02-24 16:20 [DEBUG]   - FillType FLOUR: true
2025-02-24 16:20 [DEBUG]   - FillType RICEFLOUR: true
2025-02-24 16:20 [DEBUG]   - FillType BREAD: true
2025-02-24 16:20 [DEBUG]   - FillType CAKE: true
2025-02-24 16:20 [DEBUG]   - FillType MILK_BOTTLED: true
2025-02-24 16:20 [DEBUG]   - FillType GOATMILK_BOTTLED: true
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMILK_BOTTLED: true
2025-02-24 16:20 [DEBUG]   - FillType BUTTER: true
2025-02-24 16:20 [DEBUG]   - FillType CHEESE: true
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMOZZARELLA: true
2025-02-24 16:20 [DEBUG]   - FillType GOATCHEESE: true
2025-02-24 16:20 [DEBUG]   - FillType CHOCOLATE: true
2025-02-24 16:20 [DEBUG]   - FillType POTATOCHIPS: true
2025-02-24 16:20 [DEBUG]   - FillType RICEROLLS: true
2025-02-24 16:20 [DEBUG]   - FillType FERMENTEDNAPACABBAGE: true
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDCARROTS: true
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDPARSNIP: true
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDBEETROOT: true
2025-02-24 16:20 [DEBUG]   - FillType NOODLESOUP: true
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSMIXED: true
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSCARROTS: true
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSPARSNIP: true
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSBEETROOT: true
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSPOTATO: true
2025-02-24 16:20 [DEBUG]   - FillType FABRIC: true
2025-02-24 16:20 [DEBUG]   - FillType CLOTHES: true
2025-02-24 16:20 [DEBUG]   - FillType SUGAR: true
2025-02-24 16:20 [DEBUG]   - FillType CEREAL: true
2025-02-24 16:20 [DEBUG]   - FillType FURNITURE: true
2025-02-24 16:20 [DEBUG]   - FillType CARTONROLL: true
2025-02-24 16:20 [DEBUG]   - FillType PAPERROLL: true
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER_OIL: true
2025-02-24 16:20 [DEBUG]   - FillType CANOLA_OIL: true
2025-02-24 16:20 [DEBUG]   - FillType OLIVE_OIL: true
2025-02-24 16:20 [DEBUG]   - FillType RICE_OIL: true
2025-02-24 16:20 [DEBUG]   - FillType RAISINS: true
2025-02-24 16:20 [DEBUG]   - FillType GRAPEJUICE: true
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType BARREL: true
2025-02-24 16:20 [DEBUG]   - FillType BATHTUB: true
2025-02-24 16:20 [DEBUG]   - FillType BUCKET: true
2025-02-24 16:20 [DEBUG]   - FillType ROOFPLATES: true
2025-02-24 16:20 [DEBUG]   - FillType ROPE: true
2025-02-24 16:20 [DEBUG]   - FillType CANNED_PEAS: true
2025-02-24 16:20 [DEBUG]   - FillType CEMENTBRICKS: true
2025-02-24 16:20 [DEBUG]   - FillType SPINACH_BAGS: true
2025-02-24 16:20 [DEBUG]   - FillType JARRED_GREENBEAN: true
2025-02-24 16:20 [DEBUG]   - FillType RICE_BAGS: true
2025-02-24 16:20 [DEBUG]   - FillType RICE_BOXES: true
2025-02-24 16:20 [DEBUG]   - FillType SEEDS: true
2025-02-24 16:20 [DEBUG]   - FillType CHAFF: true
2025-02-24 16:20 [DEBUG]   - FillType RICESAPLINGS: true
2025-02-24 16:20 [DEBUG] Selling station #29: table: 0x000001fe240f6808
2025-02-24 16:20 [DEBUG] Station #29 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #29 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType ROOFPLATES: 1.58
2025-02-24 16:20 [DEBUG]   - FillType ROPE: 5.05
2025-02-24 16:20 [DEBUG]   - FillType CEMENTBRICKS: 1.58
2025-02-24 16:20 [DEBUG]   - FillType FURNITURE: 1.95
2025-02-24 16:20 [DEBUG]   - FillType BATHTUB: 1.71
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType RICESAPLINGS: 3.33
2025-02-24 16:20 [DEBUG]   - FillType BARREL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG]   - FillType PREFABWALL: 4.95
2025-02-24 16:20 [DEBUG]   - FillType PAPERROLL: 3.20
2025-02-24 16:20 [DEBUG]   - FillType BUCKET: 1.29
2025-02-24 16:20 [DEBUG]   - FillType CARTONROLL: 2.90
2025-02-24 16:20 [DEBUG]   - FillType CLOTHES: 8.50
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType FABRIC: 4.00
2025-02-24 16:20 [DEBUG] Station #29 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType ROOFPLATES: 1.58
2025-02-24 16:20 [DEBUG]   - FillType ROPE: 5.05
2025-02-24 16:20 [DEBUG]   - FillType CEMENTBRICKS: 1.58
2025-02-24 16:20 [DEBUG]   - FillType FURNITURE: 1.95
2025-02-24 16:20 [DEBUG]   - FillType BATHTUB: 1.71
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType RICESAPLINGS: 3.33
2025-02-24 16:20 [DEBUG]   - FillType BARREL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG]   - FillType PREFABWALL: 4.95
2025-02-24 16:20 [DEBUG]   - FillType PAPERROLL: 3.20
2025-02-24 16:20 [DEBUG]   - FillType BUCKET: 1.29
2025-02-24 16:20 [DEBUG]   - FillType CARTONROLL: 2.90
2025-02-24 16:20 [DEBUG]   - FillType CLOTHES: 8.50
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType FABRIC: 4.00
2025-02-24 16:20 [DEBUG] Station #29 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType ROOFPLATES: true
2025-02-24 16:20 [DEBUG]   - FillType ROPE: true
2025-02-24 16:20 [DEBUG]   - FillType CEMENTBRICKS: true
2025-02-24 16:20 [DEBUG]   - FillType FURNITURE: true
2025-02-24 16:20 [DEBUG]   - FillType BATHTUB: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType RICESAPLINGS: true
2025-02-24 16:20 [DEBUG]   - FillType BARREL: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG]   - FillType PREFABWALL: true
2025-02-24 16:20 [DEBUG]   - FillType PAPERROLL: true
2025-02-24 16:20 [DEBUG]   - FillType BUCKET: true
2025-02-24 16:20 [DEBUG]   - FillType CARTONROLL: true
2025-02-24 16:20 [DEBUG]   - FillType CLOTHES: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType FABRIC: true
2025-02-24 16:20 [DEBUG] Selling station #30: table: 0x000001fe24162088
2025-02-24 16:20 [DEBUG] Station #30 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #30 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType WOOD: 1.00
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #30 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType WOOD: 1.00
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #30 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType WOOD: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #31: table: 0x000001fe2418d838
2025-02-24 16:20 [DEBUG] Station #31 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #31 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #31 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #31 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #32: table: 0x000001fe24130628
2025-02-24 16:20 [DEBUG] Station #32 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #32 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #32 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #32 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #33: table: 0x000001fe24139398
2025-02-24 16:20 [DEBUG] Station #33 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #33 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #33 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #33 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #34: table: 0x000001fe241529d8
2025-02-24 16:20 [DEBUG] Station #34 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #34 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #34 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #34 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #35: table: 0x000001fe24228b88
2025-02-24 16:20 [DEBUG] Station #35 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #35 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #35 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #35 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #36: table: 0x000001fe24236be8
2025-02-24 16:20 [DEBUG] Station #36 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #36 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #36 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #36 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #37: table: 0x000001fe243022e8
2025-02-24 16:20 [DEBUG] Station #37 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #37 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #37 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #37 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #38: table: 0x000001fe243304c8
2025-02-24 16:20 [DEBUG] Station #38 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #38 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #38 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #38 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #39: table: 0x000001fe2433fdb8
2025-02-24 16:20 [DEBUG] Station #39 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #39 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #39 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #39 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #40: table: 0x000001fe243d9698
2025-02-24 16:20 [DEBUG] Station #40 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #40 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #40 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #40 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #41: table: 0x000001fe243f1ff8
2025-02-24 16:20 [DEBUG] Station #41 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #41 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #41 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #41 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #42: table: 0x000001fe24405588
2025-02-24 16:20 [DEBUG] Station #42 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #42 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #42 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #42 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #43: table: 0x000001fe244e6958
2025-02-24 16:20 [DEBUG] Station #43 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #43 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #43 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #43 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #44: table: 0x000001fe24485e48
2025-02-24 16:20 [DEBUG] Station #44 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #44 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #44 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #44 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #45: table: 0x000001fe244a73f8
2025-02-24 16:20 [DEBUG] Station #45 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #45 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #45 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #45 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #46: table: 0x000001fe24545558
2025-02-24 16:20 [DEBUG] Station #46 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #46 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
